"id","title","link","description","image_link","blog","tags","date","df_grouping_id"
"article_614624756051","Hoe bereid je je koivijver voor op een koudegolf?","https://vijvercentrum.nl/blogs/seizoenstips/koivijver-voorbereiden-op-koudegolf","Bereid je koivijver voor op een koudegolf door diepte, zuurstof en rust te garanderen. Zorg dat de vijver minstens 1 meter diep is zodat de bodem niet bevriest, houd een wak open met een ijsvrijhouder of luchtpomp, en stop met voeren. Plaats je luchtsteen net onder het oppervlak, niet op de bodem, en verwijder vooraf blad en slib. Hieronder loop je stap voor stap door de voorbereiding zodat je koi de vorst veilig doorkomen. Waarom is een koudegolf risicovol voor koi? Koi zijn koudbloedig en zakken bij lage temperaturen naar de diepste, warmste laag van de vijver, rond 4 graden. Daar rusten ze ","","Seizoenstips","beluchting/koivijver/koudegolf/seizoenstips/winter","2026-05-29T07:00:00Z","article"
"article_614624723283","Hoe ga je om met algenbloei in het voorjaar?","https://vijvercentrum.nl/blogs/seizoenstips/algenbloei-in-het-voorjaar-aanpakken","Algenbloei in het voorjaar pak je aan met een combinatie van mechanische en biologische maatregelen. Verwijder eerst zwevende draadalg en blad, zet je UVC-unit aan tegen groen water, en laat je filter goed opstarten. Houd de voedingsstoffen laag door niet te veel te voeren en breng zo nodig schaduw of waterplanten aan. Hieronder volg je een werkbare stap voor stap aanpak die de oorzaak aanpakt en niet alleen het symptoom. Waarom bloeit algen juist in het voorjaar? In maart en april warmt het water snel op terwijl waterplanten nog nauwelijks groeien. Er is volop licht en de opgehoopte voedingss","","Seizoenstips","algenbloei/filter/seizoenstips/uvc/voorjaar","2026-05-28T12:00:00Z","article"
"article_614624690515","Wat doe je met je vijver bij vorst en sneeuw?","https://vijvercentrum.nl/blogs/seizoenstips/vijver-bij-vorst-en-sneeuw","Bij vorst en sneeuw houd je je vijver vooral met rust. Zorg dat het wateroppervlak nooit volledig dichtvriest, want anders kunnen giftige gassen niet ontsnappen. Gebruik een ijsvrijhouder of een luchtpomp met uitstroomsteen om een wak open te houden. Stop met voeren, sla geen gaten in het ijs en veeg verse sneeuw van het ijs zodat er nog wat licht doorkomt. Hieronder lees je stap voor stap wat je wel en niet doet. Waarom is dichtgevroren ijs gevaarlijk? Onder een gesloten ijslaag hopen afvalgassen op, zoals ammoniak en kooldioxide uit rottend blad en vissenafval. Zuurstof kan er niet meer bij.","","Seizoenstips","seizoenstips/sneeuw/vijver/vorst/winter","2026-05-28T07:00:00Z","article"
"article_614624657747","Welke ijsvrijhouder kies je voor je vijver?","https://vijvercentrum.nl/blogs/seizoenstips/welke-ijsvrijhouder-kiezen","Voor een kleine tuinvijver tot ongeveer 5000 liter volstaat een drijvende of ringvormige ijsvrijhouder van 75 tot 150 watt. Voor een grotere of diepe koivijver kies je een combinatie: een ijsvrijhouder samen met een luchtpomp die zuurstof inbrengt en het water in beweging houdt. Wat het beste werkt, hangt af van het volume, de diepte en of je vissen hebt. Hieronder vergelijken we de opties zodat je gericht kiest. Waarom heb je een ijsvrijhouder nodig? Bij dichtgevroren ijs kunnen rottingsgassen zoals ammoniak en kooldioxide niet ontsnappen. Die hopen op onder het ijs en zijn giftig voor je vis","","Seizoenstips","beluchting/ijsvrijhouder/seizoenstips/winter","2026-05-27T12:00:00Z","article"
"article_614624624979","Moet de vijverpomp 's winters aan of uit?","https://vijvercentrum.nl/blogs/seizoenstips/vijverpomp-s-winters-aan-of-uit","De meeste vijverpompen mogen 's winters uit, maar niet alle. Heb je een gewone tuinvijver met planten en wat goudvissen? Zet de pomp uit zodra het water onder 8 tot 10 graden komt. Heb je koi of een vijverfilter dat ook in de winter moet draaien? Dan laat je de pomp meestal aan, maar verplaats je hem hoger in het water. Hieronder lees je per situatie wat verstandig is. Waarom zou je de vijverpomp 's winters uitzetten? In de winter zakken vissen naar de bodem en gaan in een soort rust. Daar is het water het warmst, rond 4 graden. Een draaiende pomp trekt dat warme bodemwater omhoog en mengt het","","Seizoenstips","seizoenstips/vijver winterklaar/vijverpomp/winter","2026-05-27T07:00:00Z","article"
"article_614625116499","Hoe maak je je vijver winterklaar in 7 stappen?","https://vijvercentrum.nl/blogs/seizoenstips/vijver-winterklaar-maken-7-stappen","Je maakt je vijver winterklaar in zeven stappen: ruim bladval op, snoei waterplanten terug, verwijder slib van de bodem, pas de filterinstallatie aan, stop met voeren onder de 10 graden, zorg voor een vorstvrij gat in het ijs en controleer je beluchting. Het doel is dat je vissen rustig kunnen overwinteren met voldoende zuurstof en een schone bodem. Begin op tijd, ruim in de herfst, zodat je niet bij vorst nog hoeft in te grijpen. Hieronder loop je de zeven stappen op volgorde door. Stap 1: ruim bladval en afval op Vallende bladeren zakken naar de bodem en gaan daar rotten, wat zuurstof verbru","","Seizoenstips","howto/overwinteren/seizoenstips/vijver/winterklaar","2026-05-26T12:00:00Z","article"
"article_614625083731","Hoe houd je je vijver koel tijdens een hittegolf?","https://vijvercentrum.nl/blogs/seizoenstips/vijver-koel-houden-hittegolf","Tijdens een hittegolf koel je je vijver door schaduw te creeren, extra te beluchten en de waterbeweging te vergroten. Warm water bevat minder zuurstof, juist wanneer je vissen er door de warmte meer van nodig hebben. De snelste maatregelen: zet een luchtpomp aan, span schaduwdoek of drijf planten, en vul nooit in een keer veel koud water bij. Voer je vissen in de koelste uren en houd het zuurstofgehalte in de gaten. Hieronder lees je stap voor stap wat je doet om je vijver veilig door de hitte te loodsen. Waarom is hitte gevaarlijk voor je vijver? Naarmate water opwarmt, kan het minder zuursto","","Seizoenstips","beluchting/hittegolf/howto/seizoenstips/vijver/zuurstof","2026-05-26T07:00:00Z","article"
"article_614625050963","Wat betekenen de koi-termen Doitsu, Gin Rin en Tategoi?","https://vijvercentrum.nl/blogs/koi-soorten/koi-termen-doitsu-ginrin-tategoi","Doitsu, Gin Rin en Tategoi zijn drie veelgebruikte koi-termen. Doitsu betekent dat een koi (vrijwel) geen schubben heeft, op een rij grote schubben langs de rug en zijlijn na. Gin Rin verwijst naar schubben met een glinsterende, metaalachtige glans. Tategoi is geen uiterlijk kenmerk maar een belofte: het is een jonge koi waarvan de kweker verwacht dat hij zich nog sterk ontwikkelt. Hieronder lees je per term wat hij precies betekent en waar je op let bij de aankoop. Wat betekent Doitsu bij een koi? De term Doitsu komt van het Japanse woord voor Duitsland. De variateit ontstond toen Japanse kwe","","Koi Soorten","doitsu/gin rin/kennis/koi/koi-soorten/tategoi","2026-05-25T12:00:00Z","article"
"article_614625018195","Showa of Sanke koi: wat is het verschil?","https://vijvercentrum.nl/blogs/koi-soorten/showa-of-sanke-koi-verschil","Het verschil tussen een Showa en een Sanke koi zit in de basiskleur. Bij een Sanke is de basis wit met daarop rode en zwarte tekening; bij een Showa is de basis zwart, waar wit en rood overheen lopen. Het snelste herkenningspunt: kijk naar de kop en de borstvinnen. Een Showa heeft vaak zwart op de kop en een zwarte vlek aan de basis van de borstvin (motoguro), terwijl een Sanke een schone, witte kop en gestreepte borstvinnen heeft. Hieronder lees je hoe je beide variateiten uit elkaar houdt. Wat is het belangrijkste verschil tussen Showa en Sanke? Beide koi hebben drie kleuren: wit, rood en zw","","Koi Soorten","gosanke/kennis/koi/koi-soorten/sanke/showa","2026-05-25T07:00:00Z","article"
"article_614624985427","Taisho Sanke koi: kenmerken en herkomst","https://vijvercentrum.nl/blogs/koi-soorten/taisho-sanke-koi-kenmerken","De Taisho Sanke is een driekleurige koi met een witte basis, rode (hi) en zwarte (sumi) tekening. De variateit ontstond rond 1915 in de Taisho-periode in Japan en hoort samen met de Kohaku en Showa bij de Gosanke, de drie klassieke koi die de basis vormen van bijna elke wedstrijd. Een goede Sanke herken je aan helder wit, diep rood en zwarte accenten die boven de zijlijn liggen. Hieronder lees je waar je op let bij kenmerken, herkomst en kwaliteit. Wat is een Taisho Sanke koi precies? Een Taisho Sanke, vaak kortweg Sanke genoemd, is een koi met drie kleuren op een witte ondergrond. De naam ver","","Koi Soorten","gosanke/kennis/koi/koi-soorten/taisho sanke","2026-05-22T12:00:00Z","article"
"article_614624952659","Kohaku koi: alles over de rood-witte klassieker","https://vijvercentrum.nl/blogs/koi-soorten/kohaku-koi-rood-witte-klassieker","De Kohaku is de klassieke rood-witte koi en geldt als de basis van de koiwereld: een witte vis met een helder rood patroon, zonder zwart. Een goede Kohaku heeft sneeuwwit zonder vergeling, diep en egaal rood (genaamd hi) met scherpe randen (kiwa), en een uitgebalanceerd patroon dat niet doorloopt tot in de staart of over de ogen. Kenners zeggen dat je begint en eindigt met Kohaku, omdat deze variant alle basisprincipes van kwaliteit laat zien. Daardoor is het zowel een dankbare keuze voor beginners als een geliefde showvis voor liefhebbers. Wat is een Kohaku koi precies? Kohaku betekent letter","","Koi Soorten","kohaku/koi/koi soorten/rood-witte koi","2026-05-22T07:00:00Z","article"
"article_614624854355","Welke koi zijn geschikt voor beginners?","https://vijvercentrum.nl/blogs/koi-soorten/koi-voor-beginners-welke-kiezen","Voor beginners zijn robuuste, betaalbare koivarianten het meest geschikt: Kohaku (rood-wit), Sanke en Showa, maar ook gewone bonte koi en de glanzende Ogon zijn dankbare keuzes. Kies vissen van vijftien tot twintig centimeter, want die zijn sterk genoeg voor transport en makkelijker te verzorgen dan heel kleine koi. Begin met een paar gezonde vissen in plaats van een volle vijver, zodat je water stabiel blijft. Let vooral op een actieve vis met heldere kleuren en een schone huid. Een eenvoudige, gezonde koi geeft jaren plezier en groeit met je hobby mee. Welke koivarianten zijn het makkelijkst","","Koi Soorten","keuzehulp/koi/koi soorten/koi voor beginners","2026-05-21T12:00:00Z","article"
"article_614624788819","Wat kost een koi en wat bepaalt de prijs?","https://vijvercentrum.nl/blogs/koi-soorten/wat-kost-een-koi-prijsgids","Een koi kost grofweg tussen de tien euro voor een kleine tuinkoi en duizenden euro's voor een topvis van een gerenommeerde Japanse kweker. De prijs wordt bepaald door variant, kwaliteit van het kleurpatroon, grootte, leeftijd, geslacht, herkomst en de kweker of bloedlijn. Een eenvoudige gekleurde koi van vijftien centimeter is vaak voor vijftien tot dertig euro te koop, terwijl een goed gekleurde Kohaku of Sanke van veertig centimeter al snel honderden euro's kost. Voor de meeste vijvereigenaren ligt een mooie, gezonde koi tussen de twintig en tweehonderd euro. Wat bepaalt de prijs van een koi","","Koi Soorten","koi/koi kopen/koi prijs/koi soorten","2026-05-21T07:00:00Z","article"
"article_614624493907","Hoe meet of weeg je een koi veilig?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-meten-wegen-veilig","Je meet een koi het veiligst door de vis met een natte hand of week net in een ruime bak met vijverwater te leiden en de lengte van bek tot staartwortel te meten met een flexibel meetlint langs de bak, niet tegen de vis aan. Wegen doe je met een afgedekte, met water gevulde emmer op een weegschaal: tarreer de emmer met water, schep de koi erin, lees af en trek niets extra af. Werk snel, houd de vis altijd onder of net boven water en til een grote koi nooit aan kop of staart. Zo voorkom je stress en beschadiging. Waarom is voorzichtig meten en wegen zo belangrijk? Een koi heeft een dunne slijml","","Koi Gezondheid & Verzorging","howto/koi/koi meten/koi verzorging/koi wegen","2026-05-20T12:00:00Z","article"
"article_614624428371","Waar moet je op letten als je koi online koopt?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-online-kopen-waar-op-letten","Let bij het online kopen van koi vooral op een verkoper die de vis kweekt of importeert met heldere herkomst, foto's en video van de exacte vis, een duidelijke garantie op aankomst en een correcte verzendmethode. Een betrouwbare aanbieder toont de koi op ware grootte, vermeldt variant, geslacht (indien bekend) en grootte in centimeters, en legt uit hoe de vis verpakt en verzonden wordt. Vraag altijd om recente beelden en lees de voorwaarden voor terugbetaling bij sterfte. Zo voorkom je teleurstelling en koop je een gezonde vis die past bij je vijver. Hoe herken je een betrouwbare koi-verkoper ","","Koi Gezondheid & Verzorging","koi/koi kopen/koi verzorging/online kopen","2026-05-20T07:00:00Z","article"
"article_614624198995","Hoe houd je koi gezond in een kleine vijver?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-gezond-houden-kleine-vijver","Koi gezond houden in een kleine vijver lukt door weinig vissen te houden, het water schoon en stabiel te houden en goed te filteren en beluchten. Houd in een kleine vijver (onder 5000 liter) liever 2 tot 3 koi en test je waterwaarden vaker, want kleine vijvers schommelen sneller. Met een ruime filter, voldoende diepte en regelmatige waterwissels blijven je koi ook in beperkte ruimte gezond. In dit artikel lees je hoe je dat aanpakt. Waarom is een kleine vijver lastiger voor koi? Een kleine vijver heeft weinig watervolume, waardoor waardes als ammonium, nitriet en temperatuur snel schommelen. E","","Koi Gezondheid & Verzorging","kleine vijver/koi/koi gezondheid/koi verzorging/waterkwaliteit","2026-05-19T12:00:00Z","article"
"article_614624133459","Hoe lang moet nieuwe koi in quarantaine?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/hoe-lang-koi-in-quarantaine","Houd nieuwe koi minimaal 3 tot 4 weken in quarantaine voordat je ze bij je bestaande koi zet. Bij voorkeur 4 tot 6 weken, zodat je verborgen ziektes en parasieten op tijd ontdekt. Quarantaine voorkomt dat je hele vijver besmet raakt door een ogenschijnlijk gezonde nieuwe vis. In dit artikel lees je hoe lang quarantaine duurt, hoe je een quarantainebak inricht en waar je op let. Hoe lang moet een nieuwe koi in quarantaine? De minimale quarantaineperiode is 3 weken, omdat de meeste ziektes en parasieten zich binnen die tijd laten zien. Veel ervaren koihouders houden 4 tot 6 weken aan voor extra ","","Koi Gezondheid & Verzorging","koi/koi gezondheid/koi verzorging/nieuwe koi/quarantaine","2026-05-18T12:00:00Z","article"
"article_614624100691","Hoe snel groeit een koi per jaar?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/hoe-snel-groeit-een-koi-per-jaar","Een koi groeit gemiddeld 5 tot 15 cm per jaar in de eerste levensjaren, daarna vlakt de groei af tot enkele centimeters per jaar. Een gezonde tosai (eenjarige koi) van 15 cm kan binnen drie tot vier jaar uitgroeien tot 40 a 50 cm. De groeisnelheid hangt sterk af van temperatuur, voeding, waterkwaliteit en ras. In dit artikel lees je wat je per jaar kunt verwachten en hoe je gezonde groei stimuleert. Hoeveel centimeter groeit een koi per jaar? In het eerste jaar groeit een koi het hardst, vaak 10 tot 20 cm onder goede omstandigheden. In het tweede en derde jaar zie je doorgaans 7 tot 12 cm per ","","Koi Gezondheid & Verzorging","koi/koi verzorging/koigroei/koivoer/vijver","2026-05-18T07:00:00Z","article"
"article_614624067923","Hoeveel koi kun je in je vijver houden?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/hoeveel-koi-in-je-vijver-houden","Een gezonde vuistregel is ongeveer 1 koi per 1000 liter vijverwater, mits je een goede filter en beluchting hebt. Voor een doorsnee tuinvijver van 5000 liter betekent dat zo'n 5 volwassen koi. Koi worden groot, vaak 60 tot 90 cm, en produceren veel afval. Onderbezetting geeft je marge bij groei en helder water. In dit artikel lees je hoe je de juiste bezetting berekent en welke factoren meetellen. Hoeveel liter water heeft een koi nodig? Reken op minimaal 1000 liter per volwassen koi. Een koi die volwassen 70 cm wordt, heeft op termijn fors meer ruimte nodig dan een jonge koi van 15 cm. Plan d","","Koi Gezondheid & Verzorging","bezetting/koi/koi houden/vijver/waterkwaliteit","2026-05-15T12:00:00Z","article"
"article_614623510867","Hoe acclimatiseer je nieuwe koi in je vijver?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/nieuwe-koi-acclimatiseren","Acclimatiseer een nieuwe koi door de transportzak eerst 15 tot 20 minuten dicht in je vijver te laten drijven zodat de temperatuur gelijk trekt, en voeg daarna over 20 tot 30 minuten in kleine beetjes vijverwater toe voor de koi rustig overstapt. Zet nieuwe koi nooit direct in de vijver en voer ze de eerste dag niet. Geleidelijk wennen voorkomt temperatuurschok en stress. In dit artikel lees je de stappen en de aandachtspunten. Waarom moet je een nieuwe koi acclimatiseren? Het water in de transportzak verschilt vaak in temperatuur, pH en hardheid van jouw vijverwater. Een directe overstap bete","","Koi Gezondheid & Verzorging","how-to/koi acclimatiseren/koiverzorging/nieuwe koi/vijver","2026-05-15T07:00:00Z","article"
"article_614623478099","Hoe transporteer je koi veilig?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-veilig-transporteren","Transporteer een koi in een ruime, stevige transportzak met vijverwater en extra zuurstof, geplaatst in een donkere, geisoleerde doos of bak om temperatuurschommelingen en stress te beperken. Houd de reis zo kort mogelijk, voer 1 tot 2 dagen vooraf niet meer en zorg dat de watertemperatuur bij vertrek en aankomst gelijk is. Goed transport draait om rust, zuurstof en stabiele temperatuur. In dit artikel lees je stap voor stap hoe je dat aanpakt. Waarom is veilig transport zo belangrijk? Tijdens transport zitten koi in een klein watervolume zonder filter. Zuurstof raakt op, afvalstoffen hopen zi","","Koi Gezondheid & Verzorging","how-to/koi transporteren/koi vervoer/koiverzorging/transportzak","2026-05-14T12:00:00Z","article"
"article_614623445331","Hoe vang je een koi zonder hem te beschadigen?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-vangen-zonder-beschadigen","Vang een koi met een ruime, fijnmazige koisok of koikom in plaats van een gewoon schepnet, beweeg rustig en til de vis nooit door de lucht aan het net. Leid de koi het liefst zwemmend in een ondergedompelde kom, zodat er geen druk op het lichaam komt en het slijmlaagje intact blijft. Snelle, ruwe bewegingen veroorzaken stress en beschadiging. In dit artikel lees je stap voor stap hoe je een koi veilig en kalm vangt. Waarom is voorzichtig vangen zo belangrijk? Een koi heeft een dun slijmlaagje dat als eerste beschermingslaag tegen bacterien en parasieten werkt. Een gewoon hard net of een ruwe g","","Koi Gezondheid & Verzorging","how-to/koi vangen/koikom/koisok/koiverzorging","2026-05-14T07:00:00Z","article"
"article_614347407699","Hoe Diep Moet een Vijver Zijn?","https://vijvercentrum.nl/blogs/vijver-aanleggen/hoe-diep-moet-een-vijver-zijn","Een van de eerste vragen bij het aanleggen van een vijver: hoe diep moet hij zijn? Het antwoord hangt af van wat je in de vijver wilt, alleen planten, goudvissen, of koi? De diepte bepaalt of vissen veilig kunnen overwinteren, of waterplanten goed groeien en of je vijver een stabiele waterkwaliteit krijgt. In deze gids vind je de richtlijnen per vijvertype, plus tips om diepteproblemen te voorkomen. De basisregel: minimaal 80 cm Voor een Nederlandse vijver geldt: minimaal 80 cm diepte op het diepste punt . Bij minder diepte vriest je vijver in een strenge winter volledig dicht, met als gevolg ","","Vijver Aanleggen","koivijver diepte/overwinteren/vijver aanleggen/vijver diepte/vissen","2026-05-13T22:51:03Z","article"
"article_614347374931","Algen Bestrijden in uw Vijver: Oorzaken en Oplossingen","https://vijvercentrum.nl/blogs/vijveronderhoud/algen-bestrijden-vijver","Groen water, draadalgen op stenen, slibachtige bodemalgen: bijna elke vijvereigenaar heeft er weleens mee te maken. Algen zijn niet alleen onsmakelijk om te zien, ze duiden ook op een onbalans in je vijver. In deze gids leg ik uit welke typen algen er zijn, wat de oorzaken zijn, en hoe je ze blijvend bestrijdt, niet alleen tijdelijk wegpoetst. Drie soorten algen, en drie verschillende aanpakken Voor je naar een algenmiddel grijpt: bepaal eerst welk type alg je hebt. Want elk type vraagt om een andere aanpak. 1. Zweefalg (groen water) Eencellige algen die in het water zweven en het groen kleure","","Vijveronderhoud","algen bestrijden/algenmiddelen/draadalg/groen water/UV-C/zweefalg","2026-05-13T22:51:02Z","article"
"article_614347342163","Vijver Schoonmaken: Zo Pak je het Aan","https://vijvercentrum.nl/blogs/vijveronderhoud/vijver-schoonmaken-hoe-pak-je-het-aan","Een vijver schoonmaken is geen lastige klus, als je het op het juiste moment doet en de juiste aanpak kiest. Te grondig schoonmaken verstoort het biologisch evenwicht, te weinig doen leidt tot slib, troebel water en algen. In deze gids leg ik uit wanneer je je vijver schoonmaakt, hoe je het stap voor stap doet en welke fouten je wilt vermijden. Wanneer maak je je vijver schoon? Het ideale moment voor een grote schoonmaak is het voorjaar , wanneer het water boven de 10°C komt maar de waterplanten nog niet uitgelopen zijn. Meestal is dat eind maart tot half april. Een tweede beurt doe je in de h","","Vijveronderhoud","herfst/slib/vijver schoonmaken/vijveronderhoud/vijverstofzuiger/voorjaar","2026-05-13T22:51:01Z","article"
"article_614347309395","Vijver Aanleggen: Complete Stap-voor-stap Gids","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijver-aanleggen-stap-voor-stap-gids","Een vijver aanleggen is een van de mooiste tuinprojecten die je kunt doen. Het resultaat, rustgevend water, vissen, planten en het geluid van een fontein of waterval, geeft je tuin een compleet andere dimensie. Maar een vijver aanleggen vraagt om planning. In deze complete gids loop ik je stap voor stap door het proces, van eerste schets tot eerste vissen. Inclusief de fouten die je wilt vermijden en de producten die je écht nodig hebt. Stap 1: Bepaal de locatie en de maat De locatie is bepalend voor hoe je vijver eruit komt te zien én hoeveel onderhoud hij gaat vragen. Vermijd direct onder gr","","Vijver Aanleggen","beginners/gids/stap-voor-stap/vijver aanleggen/vijverfolie/vijverpomp","2026-05-13T22:51:00Z","article"
"article_614623412563","Drijvend of zinkend koivoer: hoe kies je voor jouw situatie?","https://vijvercentrum.nl/blogs/voeding-voer/drijvend-of-zinkend-koivoer-kiezen","Kies drijvend koivoer als je je vissen wilt zien eten en hun conditie wilt controleren, en zinkend voer voor schuwe koi, sterke stroming of koudere periodes. Drijvend voer is de standaardkeuze voor de meeste vijvers omdat het opvoeren makkelijk is en restjes goed zichtbaar blijven. Zinkend voer past beter bij specifieke situaties. In dit artikel lees je per situatie welke vorm voor jou het handigst is en waar je op let. Wat is het verschil tussen drijvend en zinkend koivoer? Drijvend voer is luchtiger geperst, blijft aan het oppervlak liggen en lokt je koi naar boven. Zinkend voer is dichter e","","Voeding & Voer","drijvend voer/keuzehulp/koi voeren/koivoer/zinkend voer","2026-05-13T12:00:00Z","article"
"article_614623379795","Hoe stel je een automatische voederautomaat goed in?","https://vijvercentrum.nl/blogs/voeding-voer/automatische-voederautomaat-instellen","Stel een automatische voederautomaat in op 2 tot 4 kleine porties per dag, alleen wanneer het water boven de 10 graden is, en kalibreer de portie zo dat je koi alles binnen 5 minuten opeten. Een goede instelling voorkomt overvoeren, vervuild water en ingedikte voerresten. In dit artikel lees je stap voor stap hoe je de timer, portiegrootte en uitworp afstelt, en waar je in elk seizoen op let. Waarom een voederautomaat goed instellen zo belangrijk is Een verkeerd ingestelde automaat is de snelste weg naar troebel water en een overbelast filter. Te veel voer betekent meer ammonium en nitriet, ju","","Voeding & Voer","how-to/koi voeren/koivoer/vijveronderhoud/voederautomaat","2026-05-13T07:00:00Z","article"
"article_614624395603","Mag je brood of keukenresten aan vijvervissen voeren?","https://vijvercentrum.nl/blogs/voeding-voer/mag-je-brood-voeren-aan-vijvervissen","Nee, brood en keukenresten geef je niet aan vijvervissen. Brood, beschuit en zetmeelrijke restjes zijn slecht verteerbaar voor koi en goudvissen, leveren nauwelijks de juiste voedingsstoffen en bevuilen je water snel. Het zwelt op in de maag, kan verstoppingen geven en de zetmelen en zouten uit keukenresten verstoren de waterkwaliteit. Vissen zijn geen eenden. Geef in plaats daarvan een gebalanceerd koi- of goudvisvoer dat is afgestemd op hun spijsvertering. Zo houd je je vissen gezond en je water helder. Waarom is brood slecht voor vijvervissen? Brood bestaat grotendeels uit zetmeel en bevat ","","Voeding & Voer","brood/keukenresten/vijvervissen/voeren/waterkwaliteit","2026-05-12T12:00:00Z","article"
"article_614624362835","Welk voer geef je jonge goudvissen en babyvisjes?","https://vijvercentrum.nl/blogs/voeding-voer/voer-voor-jonge-goudvissen-babyvisjes","Jonge goudvissen en babyvisjes geef je fijn, eiwitrijk voer dat past bij hun kleine bekje: speciaal opfokvoer in poeder- of microkorrelvorm, eventueel aangevuld met levend voer zoals pasgeboren artemia of fijngewreven vlokken. De eerste dagen leven larfjes op hun dooierzak, daarna hebben ze klein en frequent voer nodig om snel te groeien. Voer meerdere keren per dag kleine beetjes en houd het water schoon. Met het juiste voer en goede waterkwaliteit groeien babyvisjes in enkele maanden uit tot herkenbare jonge goudvissen. Wat eten pasgeboren goudvisjes in de eerste dagen? De eerste twee tot dr","","Voeding & Voer","babyvisjes/goudvissen/jonge vissen/opfokvoer/voeren","2026-05-12T07:00:00Z","article"
"article_614624330067","Hoe maak je je koi handtam met voeren?","https://vijvercentrum.nl/blogs/voeding-voer/koi-handtam-maken-met-voeren","Je maakt je koi handtam door ze elke dag op vaste tijden op dezelfde plek te voeren en geduldig je hand stap voor stap dichter bij het water te brengen. Koi zijn slimme, leergierige vissen die snel een vertrouwde voerroutine herkennen. Met consequente herhaling, rustige bewegingen en het juiste voer eten de meeste koi binnen enkele weken tot maanden uit je hand. Forceer niets: vertrouwen opbouwen kost tijd, maar het resultaat is een vijver vol vissen die naar je toe komen zwemmen zodra je langs het water loopt. Waarom worden koi eigenlijk handtam? Koi zijn van nature nieuwsgierig en hebben een","","Voeding & Voer","handtam/koi/koivoer/temmen/voeren","2026-05-11T12:00:00Z","article"
"article_614624297299","Wanneer stop je met voeren in het najaar?","https://vijvercentrum.nl/blogs/voeding-voer/wanneer-stoppen-met-voeren-najaar","Je stopt met voeren in het najaar zodra de watertemperatuur structureel onder 5 graden Celsius zakt. In de aanloop daarnaartoe bouw je af: vanaf ongeveer 12 graden schakel je over op wintervoer op tarwekiembasis en voer je minder vaak. De spijsvertering van koi en goudvissen volgt de watertemperatuur, en bij koud water verteren ze voer nauwelijks nog. Door op tijd te stoppen voorkom je dat onverteerd voer in het lichaam blijft, wat een belangrijke oorzaak is van wintersterfte. Een betrouwbare thermometer is je belangrijkste hulpmiddel. Bij welke temperatuur stop je precies met voeren? De harde","","Voeding & Voer","koi/najaar/voeren stoppen/watertemperatuur/wintervoer","2026-05-11T07:00:00Z","article"
"article_614624264531","Hoe voer je vijvervissen in de winter?","https://vijvercentrum.nl/blogs/voeding-voer/vijvervissen-voeren-in-de-winter","Vijvervissen voer je in de winter alleen als de watertemperatuur boven 5 graden Celsius blijft, en dan uitsluitend met een lichtverteerbaar wintervoer op tarwekiembasis. Daalt de temperatuur onder 5 graden, dan stop je volledig: koi en goudvissen schakelen over op een rustfase en hun spijsvertering ligt dan vrijwel stil. Onverteerd voer in een koude maag is de grootste oorzaak van wintersterfte. Met de juiste temperatuurgrens, een goede thermometer en de juiste voersoort houd je je vissen veilig door het koude seizoen. Vanaf welke temperatuur stop je met voeren in de winter? De vuistregel is h","","Voeding & Voer","koi/vijvervissen/voeren/winter/wintervoer","2026-05-08T12:00:00Z","article"
"article_614623641939","Hoeveel keer per dag moet je koi voeren?","https://vijvercentrum.nl/blogs/voeding-voer/hoe-vaak-per-dag-koi-voeren","Hoe vaak je koi per dag voert, hangt af van de watertemperatuur. In het groeiseizoen (boven 18 graden) voer je 2 tot 4 keer per dag kleine porties. Tussen 10 en 18 graden is 1 tot 2 keer per dag genoeg, en onder 8 graden voer je helemaal niet. De vuistregel: geef per keer wat je koi in 3 tot 5 minuten opeten. Liever vaker een kleine portie dan een keer veel. Hieronder lees je precies hoe je dit afstemt. Waarom bepaalt de watertemperatuur hoe vaak je voert? Koi zijn koudbloedig, dus hun spijsvertering loopt mee met de temperatuur van het water. Bij warm water werkt de darm snel en kunnen vissen","","Voeding & Voer","koi voeren/koivoer/voeding/voerschema/watertemperatuur","2026-05-07T12:00:00Z","article"
